date,pm25,month
2023-02-01,68.0,2
2023-02-02,64.0,2
2023-02-03,69.0,2
2023-02-04,94.0,2
2023-02-05,67.0,2
2023-02-06,72.0,2
2023-02-07,56.0,2
2023-02-08,66.0,2
2023-02-09,51.0,2
2023-02-10,47.0,2
2023-02-11,44.0,2
2023-02-12,41.0,2
2023-02-13,54.0,2
2023-02-14,39.0,2
2023-02-15,45.0,2
2023-02-16,56.0,2
2023-02-17,64.0,2
2023-02-18,94.0,2
2023-02-19,93.0,2
2023-02-20,51.0,2
2023-02-21,49.0,2
2023-02-22,44.0,2
2023-02-23,45.0,2
2023-02-27,53.0,2
2023-02-28,55.0,2
2023-03-01,68.0,3
2023-03-02,61.0,3
2023-03-03,59.0,3
2023-03-04,48.0,3
2023-03-05,64.0,3
2023-03-06,46.0,3
2023-03-07,53.0,3
2023-03-08,66.0,3
2023-03-09,28.0,3
2023-03-10,85.0,3
2023-03-11,91.0,3
2023-03-12,108.0,3
2023-03-13,92.0,3
2023-03-14,64.0,3
2023-03-15,68.0,3
2023-03-16,97.0,3
2023-03-17,70.0,3
2023-03-18,75.0,3
2023-03-19,101.0,3
2023-03-20,123.0,3
2023-03-21,89.0,3
2023-03-22,68.0,3
2023-03-23,41.0,3
2023-03-24,77.0,3
2023-03-25,89.0,3
2023-03-26,71.0,3
2023-03-27,66.0,3
2023-03-28,95.0,3
2023-03-29,91.0,3
2023-03-30,78.0,3
2023-03-31,53.0,3
2023-04-01,29.0,4
2023-04-02,67.0,4
2023-04-03,109.0,4
2023-04-04,78.0,4
2023-04-05,89.0,4
2023-04-06,65.0,4
2023-04-07,91.0,4
2023-04-08,115.0,4
2023-04-09,102.0,4
2023-04-10,36.0,4
2023-04-11,33.0,4
2023-04-12,34.0,4
2023-04-13,42.0,4
2023-04-14,76.0,4
2023-04-15,95.0,4
2023-04-16,66.0,4
2023-04-17,52.0,4
2023-04-18,105.0,4
2023-04-19,101.0,4
2023-04-20,101.0,4
2023-04-21,92.0,4
2023-04-22,96.0,4
2023-04-23,90.0,4
2023-04-24,84.0,4
2023-04-25,56.0,4
2023-04-26,78.0,4
2023-04-27,86.0,4
2023-04-28,58.0,4
2023-04-29,119.0,4
2023-04-30,106.0,4
2023-05-01,97.0,5
2023-05-02,126.0,5
2023-05-03,88.0,5
2023-05-04,64.0,5
2023-05-05,96.0,5
2023-05-06,84.0,5
2023-05-07,115.0,5
2023-05-08,79.0,5
2023-05-09,118.0,5
2023-05-10,132.0,5
2023-05-11,99.0,5
2023-05-12,53.0,5
2023-05-13,90.0,5
2023-05-14,87.0,5
2023-05-15,113.0,5
2023-05-16,103.0,5
2023-05-17,128.0,5
2023-05-18,144.0,5
2023-05-19,139.0,5
2023-05-20,138.0,5
2023-05-21,143.0,5
2023-05-22,148.0,5
2023-05-23,121.0,5
2023-05-24,146.0,5
2023-05-25,142.0,5
2023-05-26,141.0,5
2023-05-27,140.0,5
2023-05-28,126.0,5
2023-05-29,134.0,5
2023-05-30,140.0,5
2023-05-31,139.0,5
2023-06-01,131.0,6
2023-06-02,149.0,6
2023-06-03,125.0,6
2023-06-04,130.0,6
2023-06-05,123.0,6
2023-06-06,128.0,6
2023-06-07,137.0,6
2023-06-08,121.0,6
2023-06-09,118.0,6
2023-06-10,129.0,6
2023-06-11,142.0,6
2023-06-12,135.0,6
2023-06-13,130.0,6
2023-06-14,128.0,6
2023-06-15,146.0,6
2023-06-16,107.0,6
2023-06-17,121.0,6
2023-06-18,117.0,6
2023-06-19,102.0,6
2023-06-20,121.0,6
2023-06-21,141.0,6
2023-06-22,132.0,6
2023-06-23,120.0,6
2023-06-24,107.0,6
2023-06-25,124.0,6
2023-06-26,120.0,6
2023-06-27,138.0,6
2023-06-28,77.0,6
2023-06-29,75.0,6
2023-06-30,80.0,6
2023-07-01,127.0,7
2023-07-02,115.0,7
2023-07-03,129.0,7
2023-07-04,116.0,7
2023-07-05,143.0,7
2023-07-06,142.0,7
2023-07-07,136.0,7
2023-07-08,106.0,7
2023-07-09,100.0,7
2023-07-10,109.0,7
2023-07-11,107.0,7
2023-07-12,150.0,7
2023-07-13,143.0,7
2023-07-14,130.0,7
2023-07-15,110.0,7
2023-07-16,122.0,7
2023-07-17,117.0,7
2023-07-18,143.0,7
2023-07-19,126.0,7
2023-07-20,105.0,7
2023-07-21,141.0,7
2023-07-22,134.0,7
2023-07-23,126.0,7
2023-07-24,113.0,7
2023-07-25,156.0,7
2023-07-26,126.0,7
2023-07-27,148.0,7
2023-07-28,139.0,7
2023-07-29,145.0,7
2023-07-30,135.0,7
2023-07-31,132.0,7
2023-08-01,102.0,8
2023-08-02,130.0,8
2023-08-03,135.0,8
2023-08-04,136.0,8
2023-08-05,125.0,8
2023-08-06,142.0,8
2023-08-07,159.0,8
2023-08-08,157.0,8
2023-08-09,151.0,8
2023-08-10,156.0,8
2023-08-11,159.0,8
2023-08-12,136.0,8
2023-08-13,131.0,8
2023-08-14,152.0,8
2023-08-15,155.0,8
2023-08-16,152.0,8
2023-08-17,124.0,8
2023-08-18,120.0,8
2023-08-19,131.0,8
2023-08-20,140.0,8
2023-08-21,141.0,8
2023-08-22,156.0,8
2023-08-23,162.0,8
2023-08-24,132.0,8
2023-08-25,130.0,8
2023-08-26,102.0,8
2023-08-27,136.0,8
2023-08-28,119.0,8
2023-08-29,131.0,8
2023-08-30,136.0,8
2023-08-31,150.0,8
2023-09-01,153.0,9
2023-09-02,139.0,9
2023-09-03,126.0,9
2023-09-04,115.0,9
2023-09-05,129.0,9
2023-09-06,129.0,9
2023-09-07,127.0,9
2023-09-08,132.0,9
2023-09-09,122.0,9
2023-09-10,125.0,9
2023-09-11,113.0,9
2023-09-12,109.0,9
2023-09-13,118.0,9
2023-09-14,104.0,9
2023-09-15,121.0,9
2023-09-16,126.0,9
2023-09-17,109.0,9
2023-09-18,117.0,9
2023-09-19,114.0,9
2023-09-20,123.0,9
2023-09-21,127.0,9
2023-09-22,125.0,9
2023-09-23,105.0,9
2023-09-24,125.0,9
2023-09-25,131.0,9
2023-09-26,115.0,9
2023-09-27,111.0,9
2023-09-28,119.0,9
2023-09-29,123.0,9
2023-09-30,147.0,9
2023-10-01,126.0,10
2023-10-02,138.0,10
2023-10-03,100.0,10
2023-10-04,126.0,10
2023-10-05,118.0,10
2023-10-06,128.0,10
2023-10-07,145.0,10
2023-10-08,121.0,10
2023-10-09,111.0,10
2023-10-10,105.0,10
2023-10-11,102.0,10
2023-10-12,130.0,10
2023-10-13,131.0,10
2023-10-14,120.0,10
2023-10-15,113.0,10
2023-10-16,128.0,10
2023-10-17,113.0,10
2023-10-18,135.0,10
2023-10-19,110.0,10
2023-10-20,119.0,10
2023-10-21,114.0,10
2023-10-22,120.0,10
2023-10-23,115.0,10
2023-10-24,134.0,10
2023-10-25,127.0,10
2023-10-26,150.0,10
2023-10-27,138.0,10
2023-10-28,134.0,10
2023-10-29,136.0,10
2023-10-30,124.0,10
2023-10-31,133.0,10
2023-11-01,114.0,11
2023-11-02,131.0,11
2023-11-03,135.0,11
2023-11-04,129.0,11
2023-11-05,91.0,11
2023-11-06,103.0,11
2023-11-07,110.0,11
2023-11-08,112.0,11
2023-11-09,139.0,11
2023-11-10,136.0,11
2023-11-11,131.0,11
2023-11-12,110.0,11
2023-11-13,123.0,11
2023-11-14,101.0,11
2023-11-15,90.0,11
2023-11-16,107.0,11
2023-11-17,99.0,11
2023-11-18,103.0,11
2023-11-19,103.0,11
2023-11-20,89.0,11
2023-11-21,110.0,11
2023-11-22,82.0,11
2023-11-23,121.0,11
2023-11-24,130.0,11
2023-11-25,92.0,11
2023-11-26,104.0,11
2023-11-27,84.0,11
2023-11-28,104.0,11
2023-11-29,48.0,11
2023-11-30,95.0,11
2023-12-01,99.0,12
2023-12-02,113.0,12
2023-12-03,67.0,12
2023-12-04,98.0,12
2023-12-05,116.0,12
2023-12-06,101.0,12
2023-12-07,107.0,12
2023-12-08,103.0,12
2023-12-09,107.0,12
2023-12-10,111.0,12
2023-12-11,106.0,12
2023-12-12,101.0,12
2023-12-13,96.0,12
2023-12-14,106.0,12
2023-12-15,89.0,12
2023-12-16,100.0,12
2023-12-17,86.0,12
2023-12-18,88.0,12
2023-12-19,79.0,12
2023-12-20,73.0,12
2023-12-21,76.0,12
2023-12-22,78.0,12
2023-12-23,116.0,12
2023-12-24,129.0,12
2023-12-25,106.0,12
2023-12-26,111.0,12
2023-12-27,115.0,12
2023-12-28,108.0,12
2023-12-29,124.0,12
2023-12-30,108.0,12
2023-12-31,103.0,12
2024-01-01,100.0,1
2024-01-02,74.0,1
2024-01-03,88.0,1
2024-01-04,59.0,1
2024-01-05,62.0,1
2024-01-06,92.0,1
2024-01-07,99.0,1
2024-01-08,61.0,1
2024-01-09,86.0,1
2024-01-10,95.0,1
2024-01-11,55.0,1
2024-01-12,52.0,1
2024-01-13,63.0,1
2024-01-14,60.0,1
2024-01-15,76.0,1
2024-01-16,49.0,1
2024-01-17,68.0,1
2024-01-18,53.0,1
2024-01-19,36.0,1
2024-01-20,40.0,1
2024-01-21,48.0,1
2024-01-22,43.0,1
2024-01-23,44.0,1
2024-01-24,44.0,1
2024-01-25,69.0,1
2024-01-26,77.0,1
2024-01-27,50.0,1
2024-01-28,71.0,1
2024-01-29,59.0,1
2024-01-30,78.0,1
2024-01-31,60.0,1
2024-02-01,73.0,2
2024-02-02,81.0,2
2024-02-03,53.0,2
2024-02-04,48.0,2
2024-02-05,73.0,2
2024-02-06,67.0,2
2024-02-07,77.0,2
2024-02-08,60.0,2
2024-02-09,111.0,2
2024-02-10,65.0,2
2024-02-11,55.0,2
2024-02-12,66.0,2
2024-02-13,52.0,2
2024-02-14,47.0,2
2024-02-15,69.0,2
2024-02-16,85.0,2
2024-02-17,49.0,2
2024-02-18,57.0,2
2024-02-19,82.0,2
2024-02-20,77.0,2
2024-02-21,122.0,2
2024-02-22,85.0,2
2024-02-23,66.0,2
2024-02-24,51.0,2
2024-02-25,47.0,2
2024-02-26,41.0,2
2024-02-27,88.0,2
2024-02-28,66.0,2
2024-02-29,56.0,2
2024-03-01,70.0,3
2024-03-02,69.0,3
2024-03-03,52.0,3
2024-03-04,63.0,3
2024-03-05,41.0,3
2024-03-06,40.0,3
2024-03-07,34.0,3
2024-03-08,39.0,3
2024-03-09,67.0,3
2024-03-10,94.0,3
2024-03-11,53.0,3
2024-03-12,77.0,3
2024-03-13,67.0,3
2024-03-14,69.0,3
2024-03-15,49.0,3
2024-03-16,36.0,3
2024-03-17,38.0,3
2024-03-18,50.0,3
2024-03-19,36.0,3
2024-03-20,41.0,3
2024-03-21,56.0,3
2024-03-22,44.0,3
2024-03-25,62.0,3
2024-03-26,114.0,3
2024-03-27,90.0,3
2024-03-28,142.0,3
2024-03-29,118.0,3
2024-03-30,104.0,3
2024-03-31,116.0,3
2024-04-01,124.0,4
2024-04-02,116.0,4
2024-04-03,106.0,4
2024-04-04,100.0,4
2024-04-05,128.0,4
2024-04-06,101.0,4
2024-04-07,110.0,4
2024-04-08,71.0,4
2024-04-09,86.0,4
2024-04-10,111.0,4
2024-04-11,64.0,4
2024-04-12,51.0,4
2024-04-13,76.0,4
2024-04-14,49.0,4
2024-04-15,52.0,4
2024-04-16,85.0,4
2024-04-17,86.0,4
2024-04-18,99.0,4
2024-04-19,91.0,4
2024-04-20,105.0,4
2024-04-21,53.0,4
2024-04-22,80.0,4
2024-04-23,101.0,4
2024-04-24,112.0,4
2024-04-25,92.0,4
2024-04-26,78.0,4
2024-04-27,93.0,4
2024-04-28,93.0,4
2024-04-29,83.0,4
2024-04-30,89.0,4
2024-05-01,91.0,5
2024-05-02,108.0,5
2024-05-03,122.0,5
2024-05-04,115.0,5
2024-05-05,122.0,5
2024-05-06,118.0,5
2024-05-07,118.0,5
2024-05-08,118.0,5
2024-05-09,131.0,5
2024-05-10,117.0,5
2024-05-11,109.0,5
2024-05-12,112.0,5
2024-05-13,102.0,5
2024-05-14,123.0,5
2024-05-15,122.0,5
2024-05-16,155.0,5
2024-05-17,132.0,5
2024-05-18,138.0,5
2024-05-19,133.0,5
2024-05-20,138.0,5
2024-05-21,151.0,5
2024-05-22,139.0,5
2024-05-23,112.0,5
2024-05-24,102.0,5
2024-05-25,84.0,5
2024-05-26,133.0,5
2024-05-27,128.0,5
2024-05-28,137.0,5
2024-05-29,127.0,5
2024-05-30,136.0,5
2024-05-31,144.0,5
2024-06-01,148.0,6
2024-06-02,121.0,6
2024-06-03,73.0,6
2024-06-04,124.0,6
2024-06-05,123.0,6
2024-06-06,116.0,6
2024-06-07,114.0,6
2024-06-08,128.0,6
2024-06-09,140.0,6
2024-06-10,106.0,6
2024-06-11,126.0,6
2024-06-12,111.0,6
2024-06-13,105.0,6
2024-06-14,114.0,6
2024-06-15,140.0,6
2024-06-16,91.0,6
2024-06-17,138.0,6
2024-06-18,166.0,6
2024-06-19,160.0,6
2024-06-20,161.0,6
2024-06-21,163.0,6
2024-06-22,164.0,6
2024-06-23,148.0,6
2024-06-24,156.0,6
2024-06-25,137.0,6
2024-06-26,138.0,6
2024-06-27,134.0,6
2024-06-28,125.0,6
2024-06-29,131.0,6
2024-06-30,103.0,6
2024-07-01,139.0,7
2024-07-02,128.0,7
2024-07-03,152.0,7
2024-07-04,167.0,7
2024-07-05,130.0,7
2024-07-06,71.0,7
2024-07-07,75.0,7
2024-07-08,111.0,7
2024-07-09,129.0,7
2024-07-10,155.0,7
2024-07-11,167.0,7
2024-07-12,158.0,7
2024-07-13,176.0,7
2024-07-14,159.0,7
2024-07-15,163.0,7
2024-07-16,159.0,7
2024-07-17,162.0,7
2024-07-18,158.0,7
2024-07-19,157.0,7
2024-07-20,164.0,7
2024-07-21,148.0,7
2024-07-22,187.0,7
2024-07-23,160.0,7
2024-07-24,185.0,7
2024-07-25,144.0,7
2024-07-26,169.0,7
2024-07-27,163.0,7
2024-07-28,166.0,7
2024-07-29,159.0,7
2024-07-30,176.0,7
2024-07-31,175.0,7
2024-08-01,166.0,8
2024-08-02,122.0,8
2024-08-03,125.0,8
2024-08-04,142.0,8
2024-08-05,140.0,8
2024-08-06,148.0,8
2024-08-07,157.0,8
2024-08-08,162.0,8
2024-08-09,161.0,8
2024-08-10,147.0,8
2024-08-11,140.0,8
2024-08-12,150.0,8
2024-08-13,175.0,8
2024-08-14,166.0,8
2024-08-15,156.0,8
2024-08-16,162.0,8
2024-08-17,125.0,8
2024-08-18,149.0,8
2024-08-19,154.0,8
2024-08-20,158.0,8
2024-08-21,160.0,8
2024-08-22,150.0,8
2024-08-23,146.0,8
2024-08-24,167.0,8
2024-08-25,125.0,8
2024-08-26,149.0,8
2024-08-27,171.0,8
2024-08-28,157.0,8
2024-08-29,166.0,8
2024-08-30,147.0,8
2024-08-31,140.0,8
2024-09-01,141.0,9
2024-09-02,135.0,9
2024-09-03,153.0,9
2024-09-04,131.0,9
2024-09-05,133.0,9
2024-09-06,143.0,9
2024-09-07,140.0,9
2024-09-08,135.0,9
2024-09-09,116.0,9
2024-09-10,125.0,9
2024-09-11,116.0,9
2024-09-12,153.0,9
2024-09-13,113.0,9
2024-09-14,151.0,9
2024-09-15,137.0,9
2024-09-16,149.0,9
2024-09-17,138.0,9
2024-09-18,145.0,9
2024-09-19,146.0,9
2024-09-20,149.0,9
2024-09-21,162.0,9
2024-09-22,157.0,9
2024-09-23,146.0,9
2024-09-24,139.0,9
2024-09-25,139.0,9
2024-09-26,142.0,9
2024-09-27,132.0,9
2024-09-28,141.0,9
2024-09-29,145.0,9
2024-09-30,127.0,9
2024-10-01,160.0,10
2024-10-02,152.0,10
2024-10-03,155.0,10
2024-10-04,151.0,10
2024-10-05,146.0,10
2024-10-06,142.0,10
2024-10-07,158.0,10
2024-10-08,150.0,10
2024-10-09,150.0,10
2024-10-10,158.0,10
2024-10-11,151.0,10
2024-10-12,149.0,10
2024-10-13,143.0,10
2024-10-14,154.0,10
2024-10-15,143.0,10
2024-10-16,162.0,10
2024-10-17,129.0,10
2024-10-18,147.0,10
2024-10-19,153.0,10
2024-10-20,110.0,10
2024-10-21,143.0,10
2024-10-22,160.0,10
2024-10-23,144.0,10
2024-10-24,113.0,10
2024-10-25,133.0,10
2024-10-26,139.0,10
2024-10-27,140.0,10
2024-10-28,149.0,10
2024-10-29,142.0,10
2024-10-30,158.0,10
2024-10-31,147.0,10
2024-11-01,161.0,11
2024-11-02,132.0,11
2024-11-03,126.0,11
2024-11-04,103.0,11
2024-11-05,116.0,11
2024-11-06,111.0,11
2024-11-07,154.0,11
2024-11-08,151.0,11
2024-11-09,156.0,11
2024-11-10,135.0,11
2024-11-11,123.0,11
2024-11-12,109.0,11
2024-11-13,128.0,11
2024-11-14,161.0,11
2024-11-15,164.0,11
2024-11-16,166.0,11
2024-11-17,163.0,11
2024-11-18,105.0,11
2024-11-19,121.0,11
2024-11-20,120.0,11
2024-11-21,114.0,11
2024-11-22,66.0,11
2024-11-23,82.0,11
2024-11-24,73.0,11
2024-11-25,82.0,11
2024-11-26,118.0,11
2024-11-27,82.0,11
2024-11-28,75.0,11
2024-11-29,57.0,11
2024-11-30,63.0,11
2024-12-01,56.0,12
2024-12-02,52.0,12
2024-12-03,19.0,12
2024-12-04,50.0,12
2024-12-05,68.0,12
2024-12-06,86.0,12
2024-12-07,135.0,12
2024-12-08,93.0,12
2024-12-09,93.0,12
2024-12-16,65.0,12
2024-12-17,70.0,12
2024-12-18,52.0,12
2024-12-19,69.0,12
2024-12-20,85.0,12
2024-12-21,73.0,12
2024-12-22,82.0,12
2024-12-23,93.0,12
2024-12-24,81.0,12
2024-12-25,93.0,12
2024-12-26,80.0,12
2024-12-27,123.0,12
2024-12-28,97.0,12
2024-12-29,94.0,12
2025-01-01,69.0,1
2025-01-02,68.0,1
2025-01-03,82.0,1
2025-01-04,69.0,1
2025-01-05,79.0,1
2025-01-06,105.0,1
2025-01-07,74.0,1
2025-01-08,57.0,1
2025-01-09,55.0,1
2025-01-10,114.0,1
2025-01-11,109.0,1
2025-01-12,68.0,1
2025-01-13,72.0,1
2025-01-14,64.0,1
2025-01-15,86.0,1
2025-01-16,79.0,1
2025-01-17,73.0,1
2025-01-18,45.0,1
2025-01-19,76.0,1
2025-01-20,60.0,1
2025-01-21,86.0,1
2025-01-22,85.0,1
2025-01-23,83.0,1
2025-01-24,107.0,1
2025-01-25,93.0,1
2025-01-26,74.0,1
2025-01-27,70.0,1
2025-01-28,68.0,1
2025-01-29,49.0,1
2025-01-30,78.0,1
2025-01-31,101.0,1
2025-02-01,94.0,2
2025-02-02,90.0,2
2025-02-03,90.0,2
2025-02-04,127.0,2
2025-02-05,95.0,2
2025-02-06,86.0,2
2025-02-07,96.0,2
2025-02-08,74.0,2
2025-02-09,68.0,2
2025-02-10,74.0,2
2025-02-11,91.0,2
2025-02-12,144.0,2
2025-02-13,124.0,2
2025-02-14,97.0,2
2025-02-15,75.0,2
2025-02-16,91.0,2
2025-02-17,87.0,2
2025-02-18,121.0,2
2025-02-19,82.0,2
2025-02-20,76.0,2
2025-02-21,127.0,2
2025-02-22,96.0,2
2025-02-23,91.0,2
2025-02-24,77.0,2
2025-02-25,113.0,2
2025-02-26,109.0,2
2025-02-27,125.0,2
2025-02-28,81.0,2
2025-03-01,93.0,3
2025-03-02,98.0,3
2025-03-03,87.0,3
2025-03-04,75.0,3
2025-03-05,108.0,3
2025-03-06,115.0,3
2025-03-07,58.0,3
2025-03-08,110.0,3
2025-03-09,99.0,3
2025-03-10,134.0,3
2025-03-11,79.0,3
2025-03-12,70.0,3
2025-03-13,82.0,3
2025-03-14,53.0,3
2025-03-15,43.0,3
2025-03-16,36.0,3
2025-03-17,51.0,3
2025-03-18,46.0,3
2025-03-19,58.0,3
2025-03-20,57.0,3
2025-03-21,45.0,3
2025-03-22,74.0,3
2025-03-23,55.0,3
2025-03-24,53.0,3
2025-03-25,39.0,3
2025-03-26,110.0,3
2025-03-27,90.0,3
2025-03-28,30.0,3
2025-03-29,13.0,3
2025-03-30,44.0,3
2025-03-31,34.0,3
2025-04-01,40.0,4
2025-04-02,30.0,4
2025-04-03,59.0,4
2025-04-04,60.0,4
2025-04-05,85.0,4
2025-04-06,86.0,4
2025-04-07,73.0,4
2025-04-08,78.0,4
2025-04-09,103.0,4
2025-04-10,98.0,4
2025-04-11,131.0,4
2025-04-12,97.0,4
2025-04-13,84.0,4
2025-04-14,43.0,4
2025-04-15,64.0,4
2025-04-16,112.0,4
2025-04-17,102.0,4
2025-04-18,90.0,4
2025-04-19,25.0,4
2025-04-20,54.0,4
2025-04-21,73.0,4
2025-04-22,90.0,4
2025-04-23,66.0,4
2025-04-24,49.0,4
2025-04-25,84.0,4
2025-04-26,108.0,4
2025-04-27,103.0,4
2025-04-28,79.0,4
2025-04-29,94.0,4
2025-04-30,109.0,4
2025-05-01,125.0,5
2025-05-02,109.0,5
2025-05-03,112.0,5
2025-05-04,103.0,5
2025-05-05,113.0,5
2025-05-06,117.0,5
2025-05-07,108.0,5
2025-05-08,123.0,5
2025-05-09,104.0,5
2025-05-10,137.0,5
2025-05-11,106.0,5
2025-05-12,59.0,5
2025-05-13,70.0,5
2025-05-14,102.0,5
