local_datetime,weather,weather_desc,ws,hu,t
2025-06-04 12:00:00,1,Cerah,1.2,62,32
2025-06-04 15:00:00,1,Cerah,3.1,64,31
2025-06-04 18:00:00,61,Hujan Ringan,5.7,84,28
2025-06-04 21:00:00,3,Berawan,0.9,96,25
2025-06-05 00:00:00,3,Berawan,1.3,96,25
2025-06-05 03:00:00,3,Berawan,2.4,96,24
2025-06-05 06:00:00,2,Cerah Berawan,3.5,93,25
2025-06-05 09:00:00,3,Berawan,2.4,71,30
2025-06-05 12:00:00,1,Cerah,7.6,66,31
2025-06-05 15:00:00,61,Hujan Ringan,2.3,76,29
2025-06-05 18:00:00,3,Berawan,1.6,87,27
2025-06-05 21:00:00,2,Cerah Berawan,3.3,91,26
2025-06-06 00:00:00,0,Cerah,2.7,92,25
2025-06-06 03:00:00,1,Cerah,1.2,95,24
2025-06-06 06:00:00,0,Cerah,2.7,91,25
2025-06-04 02:00:00,1,Cerah,2.3,95,24
2025-06-04 05:00:00,1,Cerah,3.9,95,24
2025-06-04 08:00:00,1,Cerah,2,77,28
2025-06-04 11:00:00,1,Cerah,1.2,62,31
2025-06-04 14:00:00,1,Cerah,3.1,64,32
2025-06-04 17:00:00,61,Hujan Ringan,5.7,79,29
2025-06-04 20:00:00,3,Berawan,0.9,94,25
2025-06-04 23:00:00,3,Berawan,1.3,97,25
2025-06-05 02:00:00,3,Berawan,2.4,96,24
2025-06-05 05:00:00,2,Cerah Berawan,3.5,96,24
2025-06-05 08:00:00,3,Berawan,2.4,77,28
2025-06-05 11:00:00,1,Cerah,7.6,66,31
2025-06-05 14:00:00,61,Hujan Ringan,2.3,75,29
2025-06-05 17:00:00,3,Berawan,1.6,85,27
2025-06-05 20:00:00,3,Berawan,3.3,90,26
2025-06-05 23:00:00,0,Cerah,2.7,92,25
2025-06-06 02:00:00,1,Cerah,1.2,94,24
2025-06-06 05:00:00,0,Cerah,2.7,95,24
2025-06-04 02:00:00,1,Cerah,2.3,95,24
2025-06-04 05:00:00,1,Cerah,3.9,95,24
2025-06-04 08:00:00,1,Cerah,2,77,28
2025-06-04 11:00:00,1,Cerah,1.2,62,31
2025-06-04 14:00:00,1,Cerah,3.1,64,32
2025-06-04 17:00:00,61,Hujan Ringan,5.7,79,29
2025-06-04 20:00:00,3,Berawan,0.9,94,25
2025-06-04 23:00:00,3,Berawan,1.3,97,25
2025-06-05 02:00:00,3,Berawan,2.4,96,24
2025-06-05 05:00:00,2,Cerah Berawan,3.5,96,24
2025-06-05 08:00:00,3,Berawan,2.4,77,28
2025-06-05 11:00:00,1,Cerah,7.6,66,31
2025-06-05 14:00:00,61,Hujan Ringan,2.3,75,29
2025-06-05 17:00:00,3,Berawan,1.6,85,27
2025-06-05 20:00:00,3,Berawan,3.3,90,26
2025-06-05 23:00:00,0,Cerah,2.7,92,25
2025-06-06 02:00:00,1,Cerah,1.2,94,24
2025-06-06 05:00:00,0,Cerah,2.7,95,24
2025-06-04 04:00:00,2,Cerah Berawan,2.3,94,24
2025-06-04 07:00:00,1,Cerah,3.9,86,27
2025-06-04 10:00:00,1,Cerah,2,65,31
2025-06-04 13:00:00,1,Cerah,1.2,63,32
2025-06-04 16:00:00,61,Hujan Ringan,3.1,69,30
2025-06-04 19:00:00,3,Berawan,5.7,93,25
2025-06-04 22:00:00,3,Berawan,0.9,96,25
2025-06-05 01:00:00,3,Berawan,1.3,96,24
2025-06-05 04:00:00,3,Berawan,2.4,97,24
2025-06-05 07:00:00,2,Cerah Berawan,3.5,87,26
2025-06-05 10:00:00,2,Cerah Berawan,2.4,68,30
2025-06-05 13:00:00,61,Hujan Ringan,7.6,70,30
2025-06-05 16:00:00,3,Berawan,2.3,82,27
2025-06-05 19:00:00,3,Berawan,1.6,88,26
2025-06-05 22:00:00,1,Cerah,3.3,91,26
2025-06-06 01:00:00,0,Cerah,2.7,93,24
2025-06-06 04:00:00,1,Cerah,1.2,95,24
2025-06-04 04:00:00,2,Cerah Berawan,2.3,94,24
2025-06-04 07:00:00,1,Cerah,3.9,86,27
2025-06-04 10:00:00,1,Cerah,2,65,31
2025-06-04 13:00:00,1,Cerah,1.2,63,32
2025-06-04 16:00:00,61,Hujan Ringan,3.1,69,30
2025-06-04 19:00:00,3,Berawan,5.7,93,25
2025-06-04 22:00:00,3,Berawan,0.9,96,25
2025-06-05 01:00:00,3,Berawan,1.3,96,24
2025-06-05 04:00:00,3,Berawan,2.4,97,24
2025-06-05 07:00:00,2,Cerah Berawan,3.5,87,26
2025-06-05 10:00:00,2,Cerah Berawan,2.4,68,30
2025-06-05 13:00:00,61,Hujan Ringan,7.6,70,30
2025-06-05 16:00:00,3,Berawan,2.3,82,27
2025-06-05 19:00:00,3,Berawan,1.6,88,26
2025-06-05 22:00:00,1,Cerah,3.3,91,26
2025-06-06 01:00:00,0,Cerah,2.7,93,24
2025-06-06 04:00:00,1,Cerah,1.2,95,24
2025-06-04 06:00:00,1,Cerah,3.9,92,25
2025-06-04 09:00:00,1,Cerah,2,70,30
2025-06-04 12:00:00,1,Cerah,1.2,62,32
2025-06-04 15:00:00,1,Cerah,3.1,64,31
2025-06-04 18:00:00,61,Hujan Ringan,5.7,84,28
2025-06-04 21:00:00,3,Berawan,0.9,96,25
2025-06-05 00:00:00,3,Berawan,1.3,96,25
2025-06-05 03:00:00,3,Berawan,2.4,96,24
2025-06-05 06:00:00,2,Cerah Berawan,3.5,93,25
2025-06-05 09:00:00,3,Berawan,2.4,71,30
2025-06-05 12:00:00,1,Cerah,7.6,66,31
2025-06-05 15:00:00,61,Hujan Ringan,2.3,76,29
2025-06-05 18:00:00,3,Berawan,1.6,87,27
2025-06-05 21:00:00,2,Cerah Berawan,3.3,91,26
2025-06-06 00:00:00,0,Cerah,2.7,92,25
2025-06-06 03:00:00,1,Cerah,1.2,95,24
2025-06-06 06:00:00,0,Cerah,2.7,91,25
2025-06-04 07:00:00,1,Cerah,3.9,86,27
2025-06-04 10:00:00,1,Cerah,2,65,31
2025-06-04 13:00:00,1,Cerah,1.2,63,32
2025-06-04 16:00:00,61,Hujan Ringan,3.1,69,30
2025-06-04 19:00:00,3,Berawan,5.7,93,25
2025-06-04 22:00:00,3,Berawan,0.9,96,25
2025-06-05 01:00:00,3,Berawan,1.3,96,24
2025-06-05 04:00:00,3,Berawan,2.4,97,24
2025-06-05 07:00:00,2,Cerah Berawan,3.5,87,26
2025-06-05 10:00:00,2,Cerah Berawan,2.4,68,30
2025-06-05 13:00:00,61,Hujan Ringan,7.6,70,30
2025-06-05 16:00:00,3,Berawan,2.3,82,27
2025-06-05 19:00:00,3,Berawan,1.6,88,26
2025-06-05 22:00:00,1,Cerah,3.3,91,26
2025-06-06 01:00:00,0,Cerah,2.7,93,24
2025-06-06 04:00:00,1,Cerah,1.2,95,24
2025-06-06 07:00:00,0,Cerah,2.7,84,27
2025-06-06 10:00:00,0,Cerah,3.4,66,30
2025-06-06 13:00:00,1,Cerah,3.4,61,32
2025-06-06 16:00:00,2,Cerah Berawan,5.1,76,28
2025-06-06 19:00:00,0,Cerah,5.1,91,26
2025-06-06 22:00:00,0,Cerah,2.1,93,26
2025-06-04 08:00:00,1,Cerah,2,77,28
2025-06-04 11:00:00,1,Cerah,1.2,62,31
2025-06-04 14:00:00,1,Cerah,3.1,64,32
2025-06-04 17:00:00,61,Hujan Ringan,5.7,79,29
2025-06-04 20:00:00,3,Berawan,0.9,94,25
2025-06-04 23:00:00,3,Berawan,1.3,97,25
2025-06-05 02:00:00,3,Berawan,2.4,96,24
2025-06-05 05:00:00,2,Cerah Berawan,3.5,96,24
2025-06-05 08:00:00,3,Berawan,2.4,77,28
2025-06-05 11:00:00,1,Cerah,7.6,66,31
2025-06-05 14:00:00,61,Hujan Ringan,2.3,75,29
2025-06-05 17:00:00,3,Berawan,1.6,85,27
2025-06-05 20:00:00,3,Berawan,3.3,90,26
2025-06-05 23:00:00,0,Cerah,2.7,92,25
2025-06-06 02:00:00,1,Cerah,1.2,94,24
2025-06-06 05:00:00,0,Cerah,2.7,95,24
2025-06-06 08:00:00,0,Cerah,2.7,76,28
2025-06-06 11:00:00,0,Cerah,3.4,63,31
2025-06-06 14:00:00,1,Cerah,3.4,65,31
2025-06-06 17:00:00,2,Cerah Berawan,5.1,86,26
2025-06-06 20:00:00,1,Cerah,5.1,92,26
2025-06-06 23:00:00,0,Cerah,2.1,94,25
2025-06-04 10:00:00,1,Cerah,2.3,62,31
2025-06-04 13:00:00,1,Cerah,2,57,32
2025-06-04 16:00:00,2,Cerah Berawan,3,63,31
2025-06-04 19:00:00,3,Berawan,3.2,84,27
2025-06-04 22:00:00,3,Berawan,2.4,91,26
2025-06-05 01:00:00,2,Cerah Berawan,1.7,94,25
2025-06-05 04:00:00,0,Cerah,1.6,94,25
2025-06-05 07:00:00,2,Cerah Berawan,1.4,83,27
2025-06-05 10:00:00,3,Berawan,2.8,65,31
2025-06-05 13:00:00,3,Berawan,6.7,65,32
2025-06-05 16:00:00,3,Berawan,5.8,76,28
2025-06-05 19:00:00,1,Cerah,2.5,86,27
2025-06-05 22:00:00,3,Berawan,1.5,90,26
2025-06-06 01:00:00,3,Berawan,2.1,93,25
2025-06-06 04:00:00,2,Cerah Berawan,0.6,93,25
2025-06-06 07:00:00,3,Berawan,2.3,83,27
2025-06-06 10:00:00,3,Berawan,5.5,64,31
2025-06-06 13:00:00,3,Berawan,5.5,63,31
2025-06-06 16:00:00,3,Berawan,3.5,75,29
2025-06-06 19:00:00,1,Cerah,3.5,87,26
2025-06-06 22:00:00,1,Cerah,0.8,88,26
2025-06-04 11:00:00,1,Cerah,2,58,32
2025-06-04 14:00:00,0,Cerah,3,57,32
2025-06-04 17:00:00,3,Berawan,3.2,75,29
2025-06-04 20:00:00,3,Berawan,2.4,86,27
2025-06-04 23:00:00,3,Berawan,1.7,92,26
2025-06-05 02:00:00,1,Cerah,1.6,94,25
2025-06-05 05:00:00,0,Cerah,1.4,95,25
2025-06-05 08:00:00,1,Cerah,2.8,76,29
2025-06-05 11:00:00,3,Berawan,6.7,63,31
2025-06-05 14:00:00,3,Berawan,5.8,68,31
2025-06-05 17:00:00,2,Cerah Berawan,2.5,80,28
2025-06-05 20:00:00,1,Cerah,1.5,87,27
2025-06-05 23:00:00,3,Berawan,2.1,92,26
2025-06-06 02:00:00,3,Berawan,0.6,94,25
2025-06-06 05:00:00,3,Berawan,2.3,94,24
2025-06-06 08:00:00,3,Berawan,2.3,75,29
2025-06-06 11:00:00,3,Berawan,5.5,61,32
2025-06-06 14:00:00,3,Berawan,5.5,69,30
2025-06-06 17:00:00,2,Cerah Berawan,3.5,82,27
2025-06-06 20:00:00,1,Cerah,3.5,89,26
2025-06-06 23:00:00,1,Cerah,0.8,89,25
2025-06-04 11:00:00,1,Cerah,2,58,32
2025-06-04 14:00:00,0,Cerah,3,57,32
2025-06-04 17:00:00,3,Berawan,3.2,75,29
2025-06-04 20:00:00,3,Berawan,2.4,86,27
2025-06-04 23:00:00,3,Berawan,1.7,92,26
2025-06-05 02:00:00,1,Cerah,1.6,94,25
2025-06-05 05:00:00,0,Cerah,1.4,95,25
2025-06-05 08:00:00,1,Cerah,2.8,76,29
2025-06-05 11:00:00,3,Berawan,6.7,63,31
2025-06-05 14:00:00,3,Berawan,5.8,68,31
2025-06-05 17:00:00,2,Cerah Berawan,2.5,80,28
2025-06-05 20:00:00,1,Cerah,1.5,87,27
2025-06-05 23:00:00,3,Berawan,2.1,92,26
2025-06-06 02:00:00,3,Berawan,0.6,94,25
2025-06-06 05:00:00,3,Berawan,2.3,94,24
2025-06-06 08:00:00,3,Berawan,2.3,75,29
2025-06-06 11:00:00,3,Berawan,5.5,61,32
2025-06-06 14:00:00,3,Berawan,5.5,69,30
2025-06-06 17:00:00,2,Cerah Berawan,3.5,82,27
2025-06-06 20:00:00,1,Cerah,3.5,89,26
2025-06-06 23:00:00,1,Cerah,0.8,89,25
2025-06-04 13:00:00,1,Cerah,2,57,32
2025-06-04 16:00:00,2,Cerah Berawan,3,63,31
2025-06-04 19:00:00,3,Berawan,3.2,84,27
2025-06-04 22:00:00,3,Berawan,2.4,91,26
2025-06-05 01:00:00,2,Cerah Berawan,1.7,94,25
2025-06-05 04:00:00,0,Cerah,1.6,94,25
2025-06-05 07:00:00,2,Cerah Berawan,1.4,83,27
2025-06-05 10:00:00,3,Berawan,2.8,65,31
2025-06-05 13:00:00,3,Berawan,6.7,65,32
2025-06-05 16:00:00,3,Berawan,5.8,76,28
2025-06-05 19:00:00,1,Cerah,2.5,86,27
2025-06-05 22:00:00,3,Berawan,1.5,90,26
2025-06-06 01:00:00,3,Berawan,2.1,93,25
2025-06-06 04:00:00,2,Cerah Berawan,0.6,93,25
2025-06-06 07:00:00,3,Berawan,2.3,83,27
2025-06-06 10:00:00,3,Berawan,5.5,64,31
2025-06-06 13:00:00,3,Berawan,5.5,63,31
2025-06-06 16:00:00,3,Berawan,3.5,75,29
2025-06-06 19:00:00,1,Cerah,3.5,87,26
2025-06-06 22:00:00,1,Cerah,0.8,88,26
2025-06-04 14:00:00,0,Cerah,3,57,32
2025-06-04 17:00:00,3,Berawan,3.2,75,29
2025-06-04 20:00:00,3,Berawan,2.4,86,27
2025-06-04 23:00:00,3,Berawan,1.7,92,26
2025-06-05 02:00:00,1,Cerah,1.6,94,25
2025-06-05 05:00:00,0,Cerah,1.4,95,25
2025-06-05 08:00:00,1,Cerah,2.8,76,29
2025-06-05 11:00:00,3,Berawan,6.7,63,31
2025-06-05 14:00:00,3,Berawan,5.8,68,31
2025-06-05 17:00:00,2,Cerah Berawan,2.5,80,28
2025-06-05 20:00:00,1,Cerah,1.5,87,27
2025-06-05 23:00:00,3,Berawan,2.1,92,26
2025-06-06 02:00:00,3,Berawan,0.6,94,25
2025-06-06 05:00:00,3,Berawan,2.3,94,24
2025-06-06 08:00:00,3,Berawan,2.3,75,29
2025-06-06 11:00:00,3,Berawan,5.5,61,32
2025-06-06 14:00:00,3,Berawan,5.5,69,30
2025-06-06 17:00:00,2,Cerah Berawan,3.5,82,27
2025-06-06 20:00:00,1,Cerah,3.5,89,26
2025-06-06 23:00:00,1,Cerah,0.8,89,25
2025-06-04 14:00:00,0,Cerah,3,57,32
2025-06-04 17:00:00,3,Berawan,3.2,75,29
2025-06-04 20:00:00,3,Berawan,2.4,86,27
2025-06-04 23:00:00,3,Berawan,1.7,92,26
2025-06-05 02:00:00,1,Cerah,1.6,94,25
2025-06-05 05:00:00,0,Cerah,1.4,95,25
2025-06-05 08:00:00,1,Cerah,2.8,76,29
2025-06-05 11:00:00,3,Berawan,6.7,63,31
2025-06-05 14:00:00,3,Berawan,5.8,68,31
2025-06-05 17:00:00,2,Cerah Berawan,2.5,80,28
2025-06-05 20:00:00,1,Cerah,1.5,87,27
2025-06-05 23:00:00,3,Berawan,2.1,92,26
2025-06-06 02:00:00,3,Berawan,0.6,94,25
2025-06-06 05:00:00,3,Berawan,2.3,94,24
2025-06-06 08:00:00,3,Berawan,2.3,75,29
2025-06-06 11:00:00,3,Berawan,5.5,61,32
2025-06-06 14:00:00,3,Berawan,5.5,69,30
2025-06-06 17:00:00,2,Cerah Berawan,3.5,82,27
2025-06-06 20:00:00,1,Cerah,3.5,89,26
2025-06-06 23:00:00,1,Cerah,0.8,89,25
2025-06-04 16:00:00,2,Cerah Berawan,3,63,31
2025-06-04 19:00:00,3,Berawan,3.2,84,27
2025-06-04 22:00:00,3,Berawan,2.4,91,26
2025-06-05 01:00:00,2,Cerah Berawan,1.7,94,25
2025-06-05 04:00:00,0,Cerah,1.6,94,25
2025-06-05 07:00:00,2,Cerah Berawan,1.4,83,27
2025-06-05 10:00:00,3,Berawan,2.8,65,31
2025-06-05 13:00:00,3,Berawan,6.7,65,32
2025-06-05 16:00:00,3,Berawan,5.8,76,28
2025-06-05 19:00:00,1,Cerah,2.5,86,27
2025-06-05 22:00:00,3,Berawan,1.5,90,26
2025-06-06 01:00:00,3,Berawan,2.1,93,25
2025-06-06 04:00:00,2,Cerah Berawan,0.6,93,25
2025-06-06 07:00:00,3,Berawan,2.3,83,27
2025-06-06 10:00:00,3,Berawan,5.5,64,31
2025-06-06 13:00:00,3,Berawan,5.5,63,31
2025-06-06 16:00:00,3,Berawan,3.5,75,29
2025-06-06 19:00:00,1,Cerah,3.5,87,26
2025-06-06 22:00:00,1,Cerah,0.8,88,26
2025-06-04 16:00:00,2,Cerah Berawan,3,63,31
2025-06-04 19:00:00,3,Berawan,3.2,84,27
2025-06-04 22:00:00,3,Berawan,2.4,91,26
2025-06-05 01:00:00,2,Cerah Berawan,1.7,94,25
2025-06-05 04:00:00,0,Cerah,1.6,94,25
2025-06-05 07:00:00,2,Cerah Berawan,1.4,83,27
2025-06-05 10:00:00,3,Berawan,2.8,65,31
2025-06-05 13:00:00,3,Berawan,6.7,65,32
2025-06-05 16:00:00,3,Berawan,5.8,76,28
2025-06-05 19:00:00,1,Cerah,2.5,86,27
2025-06-05 22:00:00,3,Berawan,1.5,90,26
2025-06-06 01:00:00,3,Berawan,2.1,93,25
2025-06-06 04:00:00,2,Cerah Berawan,0.6,93,25
2025-06-06 07:00:00,3,Berawan,2.3,83,27
2025-06-06 10:00:00,3,Berawan,5.5,64,31
2025-06-06 13:00:00,3,Berawan,5.5,63,31
2025-06-06 16:00:00,3,Berawan,3.5,75,29
2025-06-06 19:00:00,1,Cerah,3.5,87,26
2025-06-06 22:00:00,1,Cerah,0.8,88,26
2025-06-04 17:00:00,3,Berawan,3.2,75,29
2025-06-04 20:00:00,3,Berawan,2.4,86,27
2025-06-04 23:00:00,3,Berawan,1.7,92,26
2025-06-05 02:00:00,1,Cerah,1.6,94,25
2025-06-05 05:00:00,0,Cerah,1.4,95,25
2025-06-05 08:00:00,1,Cerah,2.8,76,29
2025-06-05 11:00:00,3,Berawan,6.7,63,31
2025-06-05 14:00:00,3,Berawan,5.8,68,31
2025-06-05 17:00:00,2,Cerah Berawan,2.5,80,28
2025-06-05 20:00:00,1,Cerah,1.5,87,27
2025-06-05 23:00:00,3,Berawan,2.1,92,26
2025-06-06 02:00:00,3,Berawan,0.6,94,25
2025-06-06 05:00:00,3,Berawan,2.3,94,24
2025-06-06 08:00:00,3,Berawan,2.3,75,29
2025-06-06 11:00:00,3,Berawan,5.5,61,32
2025-06-06 14:00:00,3,Berawan,5.5,69,30
2025-06-06 17:00:00,2,Cerah Berawan,3.5,82,27
2025-06-06 20:00:00,1,Cerah,3.5,89,26
2025-06-06 23:00:00,1,Cerah,0.8,89,25
2025-06-04 17:00:00,3,Berawan,3.2,75,29
2025-06-04 20:00:00,3,Berawan,2.4,86,27
2025-06-04 23:00:00,3,Berawan,1.7,92,26
2025-06-05 02:00:00,1,Cerah,1.6,94,25
2025-06-05 05:00:00,0,Cerah,1.4,95,25
2025-06-05 08:00:00,1,Cerah,2.8,76,29
2025-06-05 11:00:00,3,Berawan,6.7,63,31
2025-06-05 14:00:00,3,Berawan,5.8,68,31
2025-06-05 17:00:00,2,Cerah Berawan,2.5,80,28
2025-06-05 20:00:00,1,Cerah,1.5,87,27
2025-06-05 23:00:00,3,Berawan,2.1,92,26
2025-06-06 02:00:00,3,Berawan,0.6,94,25
2025-06-06 05:00:00,3,Berawan,2.3,94,24
2025-06-06 08:00:00,3,Berawan,2.3,75,29
2025-06-06 11:00:00,3,Berawan,5.5,61,32
2025-06-06 14:00:00,3,Berawan,5.5,69,30
2025-06-06 17:00:00,2,Cerah Berawan,3.5,82,27
2025-06-06 20:00:00,1,Cerah,3.5,89,26
2025-06-06 23:00:00,1,Cerah,0.8,89,25
2025-06-04 20:00:00,3,Berawan,2.4,86,27
2025-06-04 23:00:00,3,Berawan,1.7,92,26
2025-06-05 02:00:00,1,Cerah,1.6,94,25
2025-06-05 05:00:00,0,Cerah,1.4,95,25
2025-06-05 08:00:00,1,Cerah,2.8,76,29
2025-06-05 11:00:00,3,Berawan,6.7,63,31
2025-06-05 14:00:00,3,Berawan,5.8,68,31
2025-06-05 17:00:00,2,Cerah Berawan,2.5,80,28
2025-06-05 20:00:00,1,Cerah,1.5,87,27
2025-06-05 23:00:00,3,Berawan,2.1,92,26
2025-06-06 02:00:00,3,Berawan,0.6,94,25
2025-06-06 05:00:00,3,Berawan,2.3,94,24
2025-06-06 08:00:00,3,Berawan,2.3,75,29
2025-06-06 11:00:00,3,Berawan,5.5,61,32
2025-06-06 14:00:00,3,Berawan,5.5,69,30
2025-06-06 17:00:00,2,Cerah Berawan,3.5,82,27
2025-06-06 20:00:00,1,Cerah,3.5,89,26
2025-06-06 23:00:00,1,Cerah,0.8,89,25
2025-06-04 21:00:00,2,Cerah Berawan,2.6,92,26
2025-06-05 00:00:00,1,Cerah,2.5,93,26
2025-06-05 03:00:00,2,Cerah Berawan,1.2,93,25
2025-06-05 06:00:00,2,Cerah Berawan,3,91,25
2025-06-05 09:00:00,1,Cerah,1.2,74,30
2025-06-05 12:00:00,3,Berawan,5.5,67,31
2025-06-05 15:00:00,2,Cerah Berawan,4.2,72,30
2025-06-05 18:00:00,61,Hujan Ringan,0.9,89,27
2025-06-05 21:00:00,61,Hujan Ringan,3.5,90,26
2025-06-06 00:00:00,3,Berawan,2.4,94,25
2025-06-06 03:00:00,3,Berawan,2.1,94,24
2025-06-06 06:00:00,3,Berawan,4,91,25
2025-06-06 09:00:00,3,Berawan,1.3,70,30
2025-06-06 12:00:00,3,Berawan,4,64,31
2025-06-06 15:00:00,61,Hujan Ringan,4.9,75,29
2025-06-06 18:00:00,61,Hujan Ringan,4.2,88,26
2025-06-06 21:00:00,1,Cerah,3.1,89,26
2025-06-04 21:00:00,2,Cerah Berawan,2.6,92,26
2025-06-05 00:00:00,1,Cerah,2.5,93,26
2025-06-05 03:00:00,2,Cerah Berawan,1.2,93,25
2025-06-05 06:00:00,2,Cerah Berawan,3,91,25
2025-06-05 09:00:00,1,Cerah,1.2,74,30
2025-06-05 12:00:00,3,Berawan,5.5,67,31
2025-06-05 15:00:00,2,Cerah Berawan,4.2,72,30
2025-06-05 18:00:00,61,Hujan Ringan,0.9,89,27
2025-06-05 21:00:00,61,Hujan Ringan,3.5,90,26
2025-06-06 00:00:00,3,Berawan,2.4,94,25
2025-06-06 03:00:00,3,Berawan,2.1,94,24
2025-06-06 06:00:00,3,Berawan,4,91,25
2025-06-06 09:00:00,3,Berawan,1.3,70,30
2025-06-06 12:00:00,3,Berawan,4,64,31
2025-06-06 15:00:00,61,Hujan Ringan,4.9,75,29
2025-06-06 18:00:00,61,Hujan Ringan,4.2,88,26
2025-06-06 21:00:00,1,Cerah,3.1,89,26
2025-06-04 23:00:00,1,Cerah,2.5,93,26
2025-06-05 02:00:00,1,Cerah,1.2,93,25
2025-06-05 05:00:00,1,Cerah,3,94,24
2025-06-05 08:00:00,0,Cerah,1.2,79,28
2025-06-05 11:00:00,1,Cerah,5.5,67,31
2025-06-05 14:00:00,2,Cerah Berawan,4.2,70,31
2025-06-05 17:00:00,61,Hujan Ringan,0.9,85,27
2025-06-05 20:00:00,61,Hujan Ringan,3.5,89,26
2025-06-05 23:00:00,3,Berawan,2.4,93,25
2025-06-06 02:00:00,3,Berawan,2.1,94,24
2025-06-06 05:00:00,3,Berawan,4,94,24
2025-06-06 08:00:00,2,Cerah Berawan,1.3,77,29
2025-06-06 11:00:00,3,Berawan,4,64,31
2025-06-06 14:00:00,61,Hujan Ringan,4.9,68,30
2025-06-06 17:00:00,61,Hujan Ringan,4.2,84,27
2025-06-06 20:00:00,1,Cerah,3.1,89,26
2025-06-06 23:00:00,3,Berawan,1.2,91,25
2025-06-04 23:00:00,1,Cerah,2.5,93,26
2025-06-05 02:00:00,1,Cerah,1.2,93,25
2025-06-05 05:00:00,1,Cerah,3,94,24
2025-06-05 08:00:00,0,Cerah,1.2,79,28
2025-06-05 11:00:00,1,Cerah,5.5,67,31
2025-06-05 14:00:00,2,Cerah Berawan,4.2,70,31
2025-06-05 17:00:00,61,Hujan Ringan,0.9,85,27
2025-06-05 20:00:00,61,Hujan Ringan,3.5,89,26
2025-06-05 23:00:00,3,Berawan,2.4,93,25
2025-06-06 02:00:00,3,Berawan,2.1,94,24
2025-06-06 05:00:00,3,Berawan,4,94,24
2025-06-06 08:00:00,2,Cerah Berawan,1.3,77,29
2025-06-06 11:00:00,3,Berawan,4,64,31
2025-06-06 14:00:00,61,Hujan Ringan,4.9,68,30
2025-06-06 17:00:00,61,Hujan Ringan,4.2,84,27
2025-06-06 20:00:00,1,Cerah,3.1,89,26
2025-06-06 23:00:00,3,Berawan,1.2,91,25
2025-06-04 23:00:00,1,Cerah,2.5,93,26
2025-06-05 02:00:00,1,Cerah,1.2,93,25
2025-06-05 05:00:00,1,Cerah,3,94,24
2025-06-05 08:00:00,0,Cerah,1.2,79,28
2025-06-05 11:00:00,1,Cerah,5.5,67,31
2025-06-05 14:00:00,2,Cerah Berawan,4.2,70,31
2025-06-05 17:00:00,61,Hujan Ringan,0.9,85,27
2025-06-05 20:00:00,61,Hujan Ringan,3.5,89,26
2025-06-05 23:00:00,3,Berawan,2.4,93,25
2025-06-06 02:00:00,3,Berawan,2.1,94,24
2025-06-06 05:00:00,3,Berawan,4,94,24
2025-06-06 08:00:00,2,Cerah Berawan,1.3,77,29
2025-06-06 11:00:00,3,Berawan,4,64,31
2025-06-06 14:00:00,61,Hujan Ringan,4.9,68,30
2025-06-06 17:00:00,61,Hujan Ringan,4.2,84,27
2025-06-06 20:00:00,1,Cerah,3.1,89,26
2025-06-06 23:00:00,3,Berawan,1.2,91,25
2025-06-05 02:00:00,1,Cerah,1.2,93,25
2025-06-05 05:00:00,1,Cerah,3,94,24
2025-06-05 08:00:00,0,Cerah,1.2,79,28
2025-06-05 11:00:00,1,Cerah,5.5,67,31
2025-06-05 14:00:00,2,Cerah Berawan,4.2,70,31
2025-06-05 17:00:00,61,Hujan Ringan,0.9,85,27
2025-06-05 20:00:00,61,Hujan Ringan,3.5,89,26
2025-06-05 23:00:00,3,Berawan,2.4,93,25
2025-06-06 02:00:00,3,Berawan,2.1,94,24
2025-06-06 05:00:00,3,Berawan,4,94,24
2025-06-06 08:00:00,2,Cerah Berawan,1.3,77,29
2025-06-06 11:00:00,3,Berawan,4,64,31
2025-06-06 14:00:00,61,Hujan Ringan,4.9,68,30
2025-06-06 17:00:00,61,Hujan Ringan,4.2,84,27
2025-06-06 20:00:00,1,Cerah,3.1,89,26
2025-06-06 23:00:00,3,Berawan,1.2,91,25
2025-06-07 02:00:00,2,Cerah Berawan,2.1,93,24
2025-06-07 05:00:00,3,Berawan,3.1,94,24
2025-06-05 02:00:00,1,Cerah,1.2,93,25
2025-06-05 05:00:00,1,Cerah,3,94,24
2025-06-05 08:00:00,0,Cerah,1.2,79,28
2025-06-05 11:00:00,1,Cerah,5.5,67,31
2025-06-05 14:00:00,2,Cerah Berawan,4.2,70,31
2025-06-05 17:00:00,61,Hujan Ringan,0.9,85,27
2025-06-05 20:00:00,61,Hujan Ringan,3.5,89,26
2025-06-05 23:00:00,3,Berawan,2.4,93,25
2025-06-06 02:00:00,3,Berawan,2.1,94,24
2025-06-06 05:00:00,3,Berawan,4,94,24
2025-06-06 08:00:00,2,Cerah Berawan,1.3,77,29
2025-06-06 11:00:00,3,Berawan,4,64,31
2025-06-06 14:00:00,61,Hujan Ringan,4.9,68,30
2025-06-06 17:00:00,61,Hujan Ringan,4.2,84,27
2025-06-06 20:00:00,1,Cerah,3.1,89,26
2025-06-06 23:00:00,3,Berawan,1.2,91,25
2025-06-07 02:00:00,2,Cerah Berawan,2.1,93,24
2025-06-07 05:00:00,3,Berawan,3.1,94,24
2025-06-05 04:00:00,1,Cerah,1.2,94,25
2025-06-05 07:00:00,2,Cerah Berawan,3,85,27
